prefix,device_type,device_id,device_longitude,device_latitude,device_elevation,device_radius,device_hide,device_draw_battery,device_sensor_unit_radius,device_gps_file_name,device_script_file_name,natural_event_file_name
device,1,37,-71.04442067654149,42.31767683033133,0,0,1,false,20,,Router.csc,
device,1,38,-71.04394697438896,42.31676782127509,0,0,1,false,20,,Router.csc,
device,4,39,-71.04257316777715,42.31740273499099,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,40,-71.04196840544482,42.31728513141538,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,41,-71.04400193902963,42.31659222072068,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,42,-71.04226275022842,42.31596101319426,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,43,-71.04384315304469,42.31818977398497,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,44,-71.04054438760919,42.31811070647932,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,45,-71.04321486351972,42.31797777126761,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,16,46,-71.04323941830904,42.31845377668295,0,10,1,false,0,,,waterLevel.evt
device,16,47,-71.04426218593372,42.31585118210687,0,10,1,false,0,,,waterLevel.evt
device,16,48,-71.04265123073382,42.31735624563497,0,10,1,false,0,,,waterLevel.evt
device,2,49,-71.04115605055479,42.3158645721194,0,10,1,false,0,,,gas.evt
device,2,50,-71.04118573223505,42.3185238117135,0,10,1,false,0,,,gas.evt
device,14,51,-71.04367293703173,42.31849682633193,0,10,1,false,0,,,humidity.evt
device,14,52,-71.0422306557999,42.31517673545852,0,10,1,false,0,,,humidity.evt
device,14,53,-71.04300283737771,42.315715366271355,0,10,1,false,0,,,humidity.evt
device,13,54,-71.04461635404733,42.31911738947982,0,10,1,false,0,,,temperature.evt
device,17,55,-71.04350335925294,42.31513258234647,0,10,1,false,0,,,lighting.evt
device,14,56,-71.04242184961805,42.31688151955373,0,10,1,false,0,,,humidity.evt
device,16,57,-71.04096972916204,42.31844080135773,0,10,1,false,0,,,waterLevel.evt
device,17,58,-71.04216756420627,42.3179724849307,0,10,1,false,0,,,lighting.evt
device,13,59,-71.04447589328173,42.31854245232476,0,10,1,false,0,,,temperature.evt
device,14,60,-71.04145663573705,42.318968783409474,0,10,1,false,0,,,humidity.evt
device,13,61,-71.04244713624037,42.31852446183253,0,10,1,false,0,,,temperature.evt
device,13,62,-71.04139351805203,42.318445838890774,0,10,1,false,0,,,temperature.evt
device,2,63,-71.04275244354392,42.315384556473525,0,10,1,false,0,,,gas.evt
device,16,64,-71.04187124808035,42.31522457260929,0,10,1,false,0,,,waterLevel.evt
device,17,65,-71.04402714590104,42.31516385438634,0,10,1,false,0,,,lighting.evt
device,15,66,-71.0405687448086,42.31842446781943,0,10,1,false,0,,,windLevel.evt
device,17,67,-71.04174272046795,42.318383305853736,0,10,1,false,0,,,lighting.evt
device,16,68,-71.0405968940573,42.31865108526957,0,10,1,false,0,,,waterLevel.evt
device,14,69,-71.04323929691024,42.31771289350853,0,10,1,false,0,,,humidity.evt
device,17,70,-71.04093446833504,42.31909902426727,0,10,1,false,0,,,lighting.evt
device,1,71,-71.04456282536448,42.31503074006575,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,72,-71.04261853883247,42.314113353292015,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,73,-71.04436613914636,42.314633766477705,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,74,-71.04357358159533,42.31116184603939,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,75,-71.04146224878896,42.314623229942185,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,76,-71.04181334085962,42.31108920755094,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,77,-71.04133359137165,42.31136590784012,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,78,-71.04160938645697,42.31346016082243,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,79,-71.04098389066755,42.312960342183544,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,80,-71.04310794195104,42.31166140856324,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,81,-71.04222549599278,42.31116048100819,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,82,-71.04303774389399,42.3114074525382,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,83,-71.0444868237266,42.313713983818815,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,84,-71.04449209007501,42.31248378903194,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,85,-71.04102765771961,42.311369327960726,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,86,-71.04193970916309,42.31463580978599,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,87,-71.0418346817109,42.31352369295706,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,88,-71.0435475019911,42.31450963557443,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,89,-71.04353836913772,42.31271831132892,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,90,-71.04096160218941,42.31464016854527,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,91,-71.04327760102647,42.31431190727205,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,92,-71.04331326066291,42.31386194141687,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,93,-71.04329083345063,42.31444584186845,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,94,-71.04363711050446,42.31375428212535,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,95,-71.04286321763779,42.31298773875323,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,96,-71.04299956984458,42.31344486531428,0,0,1,false,20,,Router.csc,
device,1,97,-71.04393971100575,42.313247957262114,0,0,1,false,20,,Router.csc,
device,1,98,-71.04306291045646,42.31277711383735,0,0,1,false,20,,Router.csc,
device,1,99,-71.04384195608078,42.31273076800991,0,0,1,false,20,,Router.csc,
device,1,100,-71.04258478587315,42.312877406925935,0,0,1,false,20,,Router.csc,
device,1,101,-71.04260102601602,42.31152180106452,0,0,1,false,20,,Router.csc,
device,1,102,-71.04136053360024,42.31247380678201,0,0,1,false,20,,Router.csc,
device,1,103,-71.04070022180464,42.3147140231039,0,0,1,false,20,,Router.csc,
device,1,104,-71.04081842285629,42.312622746111415,0,0,1,false,20,,Router.csc,
device,1,105,-71.0429189017405,42.31462799641966,0,0,1,false,20,,Router.csc,
device,1,106,-71.04225275719064,42.31384662308418,0,0,1,false,20,,Router.csc,
device,1,107,-71.0407212458886,42.3146485805634,0,0,1,false,20,,Router.csc,
device,1,108,-71.04418014447194,42.312144640149846,0,0,1,false,20,,Router.csc,
device,4,109,-71.04108838802023,42.3139576927273,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,110,-71.04267387021054,42.311145331516904,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,111,-71.04427468355243,42.31425882682825,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,112,-71.04436142374848,42.31213030649455,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,113,-71.04284051903363,42.3113085003119,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,114,-71.04240174120326,42.314636198248024,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,115,-71.04070090664757,42.313992497280296,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,15,116,-71.04264789565397,42.31198183006116,0,10,1,false,0,,,windLevel.evt
device,16,117,-71.04347322337317,42.31234578690104,0,10,1,false,0,,,waterLevel.evt
device,2,118,-71.04329609475944,42.31189681265079,0,10,1,false,0,,,gas.evt
device,15,119,-71.0437769452271,42.31252876691253,0,10,1,false,0,,,windLevel.evt
device,2,120,-71.0427453808533,42.313549359525645,0,10,1,false,0,,,gas.evt
device,14,121,-71.04171619398855,42.31111935299287,0,10,1,false,0,,,humidity.evt
device,17,122,-71.04400128567492,42.31460867907406,0,10,1,false,0,,,lighting.evt
device,13,123,-71.04343446501625,42.31501590426566,0,10,1,false,0,,,temperature.evt
device,14,124,-71.04134907405036,42.313905356961286,0,10,1,false,0,,,humidity.evt
device,2,125,-71.04087615964535,42.31247649730375,0,10,1,false,0,,,gas.evt
device,17,126,-71.04370477279265,42.31201104758097,0,10,1,false,0,,,lighting.evt
device,16,127,-71.04171852829954,42.313322700341956,0,10,1,false,0,,,waterLevel.evt
device,2,128,-71.04143780952629,42.31156097493499,0,10,1,false,0,,,gas.evt
device,17,129,-71.04353567529894,42.31358467075547,0,10,1,false,0,,,lighting.evt
device,16,130,-71.04205008644966,42.31325898875552,0,10,1,false,0,,,waterLevel.evt
device,17,131,-71.04060707689675,42.31359327243177,0,10,1,false,0,,,lighting.evt
device,2,132,-71.04323219937157,42.31295525839639,0,10,1,false,0,,,gas.evt
device,15,133,-71.04326312110199,42.31138731866612,0,10,1,false,0,,,windLevel.evt
device,14,134,-71.04211106555024,42.313481835420326,0,10,1,false,0,,,humidity.evt
device,14,135,-71.04257682743301,42.31339887205654,0,10,1,false,0,,,humidity.evt
device,2,136,-71.04309639659334,42.31486273816455,0,10,1,false,0,,,gas.evt
device,17,137,-71.04257021348268,42.3120696211026,0,10,1,false,0,,,lighting.evt
device,15,138,-71.04390388517835,42.311698416750396,0,10,1,false,0,,,windLevel.evt
device,13,139,-71.04361978926542,42.31247721101302,0,10,1,false,0,,,temperature.evt
device,15,140,-71.04450261278183,42.31394595294853,0,10,1,false,0,,,windLevel.evt
device,1,141,-71.03992611434343,42.318618750126845,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,142,-71.0399524458069,42.318158552206214,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,143,-71.03979270842385,42.31891436616236,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,144,-71.03672540947468,42.31758572352321,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,145,-71.0369434886129,42.31809686167203,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,146,-71.03862969435264,42.3161621672377,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,147,-71.03765079941083,42.31616367030869,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,148,-71.03669058585041,42.318348114442784,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,149,-71.03835828953919,42.31677925563765,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,150,-71.0396357711329,42.31746165645285,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,151,-71.03889562500798,42.3151759525331,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,152,-71.03761801155969,42.31886641359654,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,153,-71.03860778048467,42.315537125084546,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,154,-71.0405072938758,42.316899842790285,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,155,-71.03757868332916,42.318546528336114,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,156,-71.03986453117167,42.315455332755306,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,157,-71.03762694282705,42.31597139999996,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,158,-71.04000947121318,42.31760667810989,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,159,-71.03717217544165,42.31526208088271,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,160,-71.03997327588469,42.31628879368427,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,161,-71.03819316961257,42.31706763510874,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,162,-71.04015825763634,42.317230145654484,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,163,-71.03916192437299,42.31780211349602,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,164,-71.03858312154513,42.315376746673955,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,165,-71.03705285290677,42.318018716158555,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,166,-71.03645575137689,42.318439851886154,0,0,1,false,20,,Router.csc,
device,1,167,-71.03900764161072,42.31756725044795,0,0,1,false,20,,Router.csc,
device,1,168,-71.04045733464308,42.31688520946141,0,0,1,false,20,,Router.csc,
device,1,169,-71.03787526958014,42.31707097514003,0,0,1,false,20,,Router.csc,
device,1,170,-71.03666979610335,42.318324900909914,0,0,1,false,20,,Router.csc,
device,1,171,-71.03714770268293,42.317331740206455,0,0,1,false,20,,Router.csc,
device,1,172,-71.03879662014434,42.31857506559211,0,0,1,false,20,,Router.csc,
device,1,173,-71.0372276221976,42.31595404678108,0,0,1,false,20,,Router.csc,
device,1,174,-71.03672092519557,42.3190248543877,0,0,1,false,20,,Router.csc,
device,1,175,-71.03755756240767,42.315782127503,0,0,1,false,20,,Router.csc,
device,1,176,-71.0392009302268,42.317399555864455,0,0,1,false,20,,Router.csc,
device,1,177,-71.0385140409499,42.316160754715845,0,0,1,false,20,,Router.csc,
device,1,178,-71.0368400008437,42.31583079977778,0,0,1,false,20,,Router.csc,
device,4,179,-71.03959812020221,42.31819187998222,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,180,-71.04042123223007,42.31700032233561,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,181,-71.03715052876625,42.31807771944117,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,182,-71.03819541883833,42.3187581991941,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,183,-71.03942119074765,42.316699128695056,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,184,-71.03697187191757,42.317718520385355,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,185,-71.04036827774017,42.3189962000983,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,2,186,-71.03944663433502,42.31874485005177,0,10,1,false,0,,,gas.evt
device,2,187,-71.04026488188893,42.315700661308476,0,10,1,false,0,,,gas.evt
device,14,188,-71.03782493217098,42.31827320765426,0,10,1,false,0,,,humidity.evt
device,2,189,-71.03696916416492,42.31629411459045,0,10,1,false,0,,,gas.evt
device,14,190,-71.0388634497301,42.31670525148524,0,10,1,false,0,,,humidity.evt
device,15,191,-71.04016190462421,42.31634515855408,0,10,1,false,0,,,windLevel.evt
device,13,192,-71.03819545070023,42.31799067919818,0,10,1,false,0,,,temperature.evt
device,2,193,-71.03743719536632,42.31646808303835,0,10,1,false,0,,,gas.evt
device,2,194,-71.03775768419472,42.31615473318198,0,10,1,false,0,,,gas.evt
device,2,195,-71.0365719180668,42.3155148981756,0,10,1,false,0,,,gas.evt
device,13,196,-71.0377191885348,42.31763233996351,0,10,1,false,0,,,temperature.evt
device,13,197,-71.03847177558535,42.317564975135674,0,10,1,false,0,,,temperature.evt
device,14,198,-71.03777322546853,42.318260300234705,0,10,1,false,0,,,humidity.evt
device,17,199,-71.03893503905536,42.31895016248197,0,10,1,false,0,,,lighting.evt
device,14,200,-71.03924305430107,42.31854207334904,0,10,1,false,0,,,humidity.evt
device,15,201,-71.03885185325478,42.318629562870605,0,10,1,false,0,,,windLevel.evt
device,14,202,-71.03766989746218,42.31773991709197,0,10,1,false,0,,,humidity.evt
device,14,203,-71.03762796433949,42.31590241748886,0,10,1,false,0,,,humidity.evt
device,15,204,-71.03777626588726,42.31752567419069,0,10,1,false,0,,,windLevel.evt
device,2,205,-71.03885147121724,42.315238579489325,0,10,1,false,0,,,gas.evt
device,2,206,-71.03856177546739,42.317318153219134,0,10,1,false,0,,,gas.evt
device,14,207,-71.0369678863195,42.3173369767768,0,10,1,false,0,,,humidity.evt
device,2,208,-71.04004521516885,42.3159991827137,0,10,1,false,0,,,gas.evt
device,17,209,-71.03723830875366,42.316522206720784,0,10,1,false,0,,,lighting.evt
device,2,210,-71.03993656638221,42.31804663494792,0,10,1,false,0,,,gas.evt
device,1,211,-71.0388680664187,42.31402471115112,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,212,-71.04035486044822,42.31126810067896,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,213,-71.03818351782387,42.31213441235357,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,214,-71.03914633168738,42.31136095919381,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,215,-71.037850953313,42.31285553139558,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,216,-71.04047587890449,42.31247504575999,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,217,-71.03753946260302,42.31444830788822,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,218,-71.03980410011752,42.311285959033206,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,219,-71.03649973222069,42.31115623868708,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,220,-71.03649422138768,42.311058892737464,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,221,-71.03649449370234,42.3137510207895,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,222,-71.03998928892442,42.313497938365366,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,223,-71.03993181751447,42.31125416515497,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,224,-71.03800464893835,42.31422811016135,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,225,-71.04009236085818,42.31258258144071,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,226,-71.03706409661957,42.31201577251793,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,227,-71.03776317238224,42.31290593626054,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,228,-71.03879917760172,42.313354845203925,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,229,-71.03747963225452,42.31369571786084,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,230,-71.03879506376099,42.31329693530516,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,231,-71.03969692350547,42.31215962945217,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,232,-71.03689124652291,42.31184855655244,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,233,-71.03805463717036,42.31233487720059,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,234,-71.03868846616358,42.312734362194014,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,235,-71.03911634535733,42.31351379947296,0,0,1,false,100,,SensorWithRouterFunction.csc,
device,1,236,-71.03924931312069,42.310976605145385,0,0,1,false,20,,Router.csc,
device,1,237,-71.03858398798688,42.31349581169358,0,0,1,false,20,,Router.csc,
device,1,238,-71.03825592851072,42.31255601889626,0,0,1,false,20,,Router.csc,
device,1,239,-71.03936738326242,42.31385323198081,0,0,1,false,20,,Router.csc,
device,1,240,-71.03800817329585,42.31460850639711,0,0,1,false,20,,Router.csc,
device,1,241,-71.03760624403847,42.31135772895863,0,0,1,false,20,,Router.csc,
device,1,242,-71.0396852663131,42.31371378682811,0,0,1,false,20,,Router.csc,
device,1,243,-71.03820613188407,42.31293341479932,0,0,1,false,20,,Router.csc,
device,1,244,-71.04025368479273,42.31504264583556,0,0,1,false,20,,Router.csc,
device,1,245,-71.03938952367923,42.314080138049555,0,0,1,false,20,,Router.csc,
device,1,246,-71.03988733592091,42.313069910456946,0,0,1,false,20,,Router.csc,
device,1,247,-71.03884996177098,42.31304094907342,0,0,1,false,20,,Router.csc,
device,1,248,-71.0369985814717,42.312713377481444,0,0,1,false,20,,Router.csc,
device,4,249,-71.03887117935653,42.31186819164506,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,250,-71.03664037084229,42.31498091982451,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,251,-71.03780475255466,42.31366627751776,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,252,-71.04037959149329,42.31475054866468,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,253,-71.03872756648941,42.311745533405855,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,254,-71.03656164763507,42.31163042195951,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,4,255,-71.04010999412091,42.31443102822078,0,0,1,false,20,,BaseStationWithRouterFunction.csc,
device,14,256,-71.03899089383886,42.31235620668504,0,10,1,false,0,,,humidity.evt
device,17,257,-71.0364871677843,42.31477756077676,0,10,1,false,0,,,lighting.evt
device,15,258,-71.03791752435677,42.31481313188514,0,10,1,false,0,,,windLevel.evt
device,17,259,-71.03911040868972,42.31420618124749,0,10,1,false,0,,,lighting.evt
device,14,260,-71.03942356968419,42.314687514025685,0,10,1,false,0,,,humidity.evt
device,2,261,-71.03862374042349,42.31388086237293,0,10,1,false,0,,,gas.evt
device,16,262,-71.03857809209755,42.313305131353026,0,10,1,false,0,,,waterLevel.evt
device,14,263,-71.03776335823825,42.31204440823891,0,10,1,false,0,,,humidity.evt
device,17,264,-71.0393824966618,42.31475503413741,0,10,1,false,0,,,lighting.evt
device,13,265,-71.04050924944183,42.31238675042429,0,10,1,false,0,,,temperature.evt
device,17,266,-71.03775396373452,42.31171235158849,0,10,1,false,0,,,lighting.evt
device,15,267,-71.0381585630486,42.312014376405855,0,10,1,false,0,,,windLevel.evt
device,15,268,-71.03840588716339,42.31463533976738,0,10,1,false,0,,,windLevel.evt
device,15,269,-71.03890382155201,42.314260769240306,0,10,1,false,0,,,windLevel.evt
device,2,270,-71.03646558700342,42.313492393640395,0,10,1,false,0,,,gas.evt
device,14,271,-71.03886387306636,42.31174661686661,0,10,1,false,0,,,humidity.evt
device,15,272,-71.03930468683103,42.314367816306124,0,10,1,false,0,,,windLevel.evt
device,14,273,-71.03957047866695,42.31359054415228,0,10,1,false,0,,,humidity.evt
device,15,274,-71.03936001407278,42.3116570019593,0,10,1,false,0,,,windLevel.evt
device,16,275,-71.038666100708,42.31309380494968,0,10,1,false,0,,,waterLevel.evt
device,14,276,-71.03907305560189,42.31198629610167,0,10,1,false,0,,,humidity.evt
device,13,277,-71.03947474702213,42.31319701075637,0,10,1,false,0,,,temperature.evt
device,14,278,-71.03787824806194,42.311680331083195,0,10,1,false,0,,,humidity.evt
device,14,279,-71.03822415388964,42.314419873923796,0,10,1,false,0,,,humidity.evt
device,16,280,-71.04009275043782,42.31323560866291,0,10,1,false,0,,,waterLevel.evt
